protocol_type,service,flag,src_bytes,dst_bytes,num_failed_logins,logged_in,serror_rate,srv_serror_rate,same_srv_rate,diff_srv_rate,dst_host_same_srv_rate,dst_host_diff_srv_rate,class
tcp,name,S0,0,0,0,0,1,1,0.03,0.07,0.02,0.07,anomaly
tcp,ftp_data,SF,1153,0,0,1,0,0,1,0,0.15,0.06,normal
tcp,smtp,S0,0,0,0,0,1,0.67,0.04,0.1,0.01,0.06,anomaly
tcp,Z39_50,REJ,0,0,0,0,0,0,0.03,0.06,0.03,0.06,anomaly
udp,other,SF,146,0,0,0,0,0,1,0,0,0.22,normal
tcp,http,REJ,0,0,0,0,0,0,1,0,1,0,normal
tcp,http,SF,142,27062,0,1,0,0,1,0,1,0,normal
tcp,telnet,S0,0,0,0,0,1,1,0.03,0.07,0.03,0.07,anomaly
tcp,nnsp,REJ,0,0,0,0,0,0,0.06,0.09,0.02,0.07,anomaly
tcp,http,SF,227,1074,0,1,0,0,1,0,1,0,normal
tcp,http,SF,297,7339,0,1,0,0,1,0,1,0,normal
tcp,private,S0,0,0,0,0,1,1,0.04,0.06,0.03,0.08,anomaly
tcp,private,S0,0,0,0,0,1,1,0.01,0.07,0.07,0.08,anomaly
icmp,ecr_i,SF,520,0,0,0,0,0,1,0,1,0,anomaly
tcp,ftp_data,SF,1030,0,0,1,0,0,1,0,0.38,0.19,normal
tcp,http,SF,243,30881,0,1,0,0,1,0,1,0,normal
tcp,http,SF,296,495,0,1,0,0,1,0,1,0,normal
tcp,ftp_data,SF,852,0,0,1,0,0,1,0,0.33,0.03,normal
udp,domain_u,SF,44,115,0,0,0,0,1,0,1,0,normal
tcp,http,REJ,0,0,0,0,0,0,1,0,1,0,normal
tcp,ftp,SF,332,1054,0,1,0,0,0.5,1,0.18,0.03,normal
icmp,ecr_i,SF,1032,0,0,0,0,0,1,0,0.83,0.1,anomaly
icmp,eco_i,SF,8,0,0,0,0,0,1,0,1,0,anomaly
tcp,private,S0,0,0,0,0,1,1,0.03,0.08,0.04,0.07,anomaly
tcp,private,REJ,0,0,0,0,0,0,1,0,0.02,1,anomaly
udp,private,SF,1,1,0,0,0,0,0.75,0.17,0.04,0.96,anomaly
icmp,eco_i,SF,18,0,0,0,0,0,1,0,1,0,anomaly
tcp,ftp_data,SF,212,0,0,1,0,0,1,0,0.13,0.03,normal
tcp,private,S0,0,0,0,0,1,1,0.18,0.05,0.07,0.07,anomaly
tcp,http,REJ,0,0,0,0,0,0,1,0,1,0,normal
tcp,private,REJ,0,0,0,0,0,0,0.08,0.07,0.03,0.07,anomaly
tcp,http,SF,308,1159,0,1,0,0,1,0,1,0,normal
tcp,ftp,S0,0,0,0,0,1,1,0.01,0.06,0.01,0.06,anomaly
tcp,http,SF,211,1792,0,1,0,0,1,0,1,0,normal
udp,domain_u,SF,44,79,0,0,0,0,1,0,0.92,0.01,normal
tcp,http,REJ,0,0,0,0,0,0,1,0,1,0,normal
tcp,smtp,SF,804,329,0,1,0,0,1,0,0.54,0.06,normal
tcp,courier,S0,0,0,0,0,1,1,0.03,0.06,0.02,0.07,anomaly
tcp,whois,S0,0,0,0,0,1,1,0.02,0.07,0.02,0.07,anomaly
tcp,auth,REJ,0,0,0,0,0,0,0.08,0.06,0.07,0.07,anomaly
tcp,http,SF,313,1422,0,1,0,0,1,0,1,0,normal
tcp,http,SF,301,416,0,1,0,0,1,0,1,0,normal
tcp,http,SF,216,3085,0,1,0,0,1,0,1,0,normal
tcp,http,SF,341,4291,0,1,0,0,1,0,1,0,normal
tcp,telnet,S0,0,0,0,0,1,1,1,0,0.59,0.04,anomaly
tcp,smtp,SF,2140,332,0,1,0,0,1,0,0.57,0.04,normal
tcp,http,SF,319,274,0,1,0,0,1,0,1,0,normal
tcp,http,SF,292,2159,0,1,0,0,1,0,1,0,normal
tcp,http,SF,288,2055,0,1,0,0,1,0,1,0,normal
tcp,ftp,SF,58,189,1,0,0,0,1,0,0.18,0.02,normal
tcp,smtp,SF,2780,339,0,1,0,0,1,0,0.38,0.04,normal
tcp,ftp,SF,1042,2279,0,1,0,0,1,0,0.09,0.02,anomaly
tcp,http,SF,222,2522,0,1,0,0,1,0,1,0,normal
tcp,http,SF,302,11440,0,1,0,0,1,0,1,0,normal
tcp,csnet_ns,REJ,0,0,0,0,0,0,0.03,0.07,0.04,0.07,anomaly
tcp,http,SF,216,654,0,1,0,0,1,0,1,0,normal
udp,other,SF,516,4,0,0,0,0,1,0,1,0,normal
tcp,private,S0,0,0,0,0,1,1,0.12,0.06,0.03,0.08,anomaly
tcp,http,SF,333,261,0,1,0,0,1,0,1,0,normal
tcp,private,RSTR,0,0,0,0,0,0,1,0,0.01,0.02,anomaly
tcp,http,SF,245,15255,0,1,0,0,1,0,1,0,normal
tcp,http,REJ,0,0,0,0,0,0,1,0,1,0,normal
udp,domain_u,SF,46,46,0,0,0,0,0.99,0.02,1,0.01,normal
tcp,private,S0,0,0,0,0,1,1,0.04,0.09,0.05,0.08,anomaly
tcp,finger,RSTO,0,0,0,0,0,0,0.07,0.06,0.08,0.07,anomaly
tcp,smtp,SF,1507,329,0,1,0,0,1,0,0.61,0.03,normal
icmp,eco_i,SF,18,0,0,0,0,0,1,0,1,0,anomaly
tcp,http,SF,273,500,0,1,0,0,1,0,1,0,normal
icmp,ecr_i,SF,520,0,0,0,0,0,1,0,1,0,anomaly
tcp,http,SF,301,4724,0,1,0,0,1,0,1,0,normal
tcp,private,S0,0,0,0,0,1,1,0.04,0.05,0.01,0.08,anomaly
tcp,kshell,S0,0,0,0,0,1,1,0.03,0.06,0.02,0.06,anomaly
tcp,telnet,S0,0,0,0,0,1,1,0.03,0.05,0.01,0.09,anomaly
tcp,finger,S0,0,0,0,0,1,1,0.07,0.06,0.07,0.07,anomaly
tcp,private,S0,0,0,0,0,1,1,0.03,0.06,0.02,0.08,anomaly
tcp,http,SF,225,2239,0,1,0,0,1,0,0.95,0.01,normal
udp,domain_u,SF,44,44,0,0,0,0,1,0,0.8,0.01,normal
icmp,ecr_i,SF,1032,0,0,0,0,0,1,0,0.8,0.02,anomaly
tcp,private,REJ,0,0,0,0,0,0,0.14,0.07,0.05,0.07,anomaly
tcp,IRC,RSTR,843,9547,0,1,0,0,0.5,1,0.16,0.01,normal
tcp,ftp_data,SF,15377,0,0,1,0,0,1,0,0.23,0.03,normal
udp,domain_u,SF,33,0,0,0,0,0,1,0,0.15,0.02,normal
tcp,http,SF,167,12937,0,1,0,0,1,0,1,0,normal
tcp,http,SF,242,3322,0,1,0,0,1,0,1,0,normal
tcp,private,S0,0,0,0,0,1,1,0.02,0.06,0.07,0.09,anomaly
udp,domain_u,SF,45,106,0,0,0,0,1,0.01,1,0,normal
tcp,netstat,REJ,0,0,0,0,0,0,0.05,0.07,0.02,0.07,anomaly
tcp,http,SF,221,2174,0,1,0,0,1,0,1,0,normal
tcp,http,SF,210,2942,0,1,0,0,1,0,1,0,normal
udp,domain_u,SF,46,143,0,0,0,0,1,0,1,0.01,normal
udp,domain_u,SF,45,73,0,0,0,0,1,0.01,1,0,normal
icmp,ecr_i,SF,520,0,0,0,0,0,1,0,1,0,anomaly
tcp,nnsp,S0,0,0,0,0,1,1,0.09,0.07,0.04,0.07,anomaly
tcp,smtp,SF,1917,388,0,1,0,0,1,0,0.3,0.34,normal
udp,domain_u,SF,44,130,0,0,0,0,1,0,0.76,0.02,normal
icmp,ecr_i,SF,1032,0,0,0,0,0,1,0,0.36,0.05,anomaly
tcp,http,SF,218,10179,0,1,0,0,1,0,1,0,normal
udp,domain_u,SF,41,130,0,0,0,0,1,0,0.92,0.01,normal
tcp,finger,S0,0,0,0,0,1,1,0.04,0.05,0.05,0.05,anomaly
tcp,csnet_ns,REJ,0,0,0,0,0,0,0.02,0.08,0.01,0.08,anomaly
tcp,smtp,SF,1182,336,0,1,0,0,1,0,0.94,0.02,normal
tcp,http,REJ,0,0,0,0,0,0,1,0,1,0,normal
tcp,uucp,S0,0,0,0,0,1,1,0.03,0.06,0.02,0.07,anomaly
tcp,http,SF,223,1630,0,1,0,0,1,0,1,0,normal
tcp,ftp_data,SF,71,0,0,0,0,0,1,0,0.07,0.01,normal
tcp,http,SF,208,757,0,1,0,0,1,0,1,0,normal
tcp,smtp,SF,2540,323,0,1,0,0,1,0,0.49,0.02,normal
udp,domain_u,SF,46,86,0,0,0,0,1,0,1,0,normal
tcp,private,S0,0,0,0,0,1,1,0.01,0.06,0.01,0.05,anomaly
udp,private,SF,28,0,0,0,0.01,0,0.99,0.03,0.26,0.01,anomaly
tcp,http,SF,228,1590,0,1,0,0,1,0,1,0,normal
tcp,http,SF,307,2769,0,1,0,0,1,0,1,0,normal
tcp,http,SF,206,5524,0,1,0,0,1,0,1,0,normal
tcp,ftp_data,S0,0,0,0,0,0.97,1,0.36,0.09,0.02,0.06,anomaly
tcp,http,SF,296,1415,0,1,0,0,1,0,1,0,normal
tcp,uucp,S0,0,0,0,0,1,1,0.33,0.2,0.02,0.08,anomaly
tcp,http,SF,200,14210,0,1,0,0,1,0,1,0,normal
tcp,systat,S0,0,0,0,0,1,1,0.04,0.06,0.06,0.05,anomaly
tcp,http,SF,241,2113,0,1,0,0,1,0,1,0,normal
tcp,vmnet,REJ,0,0,0,0,0,0,0,0.07,0,0.08,anomaly
tcp,http,SF,218,36749,0,1,0,0,1,0,1,0,normal
udp,domain_u,SF,44,129,0,0,0,0,1,0,1,0.01,normal
tcp,ftp_data,SF,151,0,0,0,0,0,1,0,0.82,0.18,normal
tcp,http,SF,337,578,0,1,0,0,1,0,1,0,normal
udp,other,SF,516,4,0,0,0,0,1,0,1,0,normal
tcp,http,SF,246,1718,0,1,0,0,1,0,1,0,normal
tcp,nnsp,S0,0,0,0,0,1,1,0.05,0.05,0.01,0.07,anomaly
tcp,ftp,S0,0,0,0,0,1,1,0.06,0.05,0.02,0.09,anomaly
tcp,http,SF,228,1728,0,1,0,0,1,0,1,0,normal
tcp,ftp_data,SF,20658,0,0,0,0,0,1,0,0.28,0.04,normal
udp,domain_u,SF,44,132,0,0,0,0,1,0.01,0.97,0.01,normal
tcp,private,RSTR,1,0,0,0,0,0,1,0,0.01,0.5,anomaly
tcp,ftp_data,SF,3676,0,0,1,0,0,1,0,0.62,0.02,normal
tcp,http,SF,301,10063,0,1,0,0,1,0,1,0,normal
tcp,hostnames,S0,0,0,0,0,1,1,0.07,0.05,0.07,0.05,anomaly
tcp,smtp,SF,1186,370,0,1,0,0,1,0,1,0,normal
tcp,smtp,SF,1723,330,0,1,0,0,1,0,0.75,0.12,normal
tcp,private,S0,0,0,0,0,1,1,0.14,0.06,0.07,0.08,anomaly
tcp,private,S0,0,0,0,0,1,1,0.16,0.06,0,0.07,anomaly
tcp,private,RSTO,6,18056,0,1,0,0,0.01,1,0,0.44,anomaly
tcp,ssh,S0,0,0,0,0,1,1,0.01,0.07,0.01,0.08,anomaly
tcp,http,SF,220,3207,0,1,0,0,1,0,1,0,normal
tcp,http,REJ,0,0,0,0,0,0,0.03,0.07,0.03,0.07,anomaly
tcp,http,SF,207,3452,0,1,0,0,1,0,1,0,normal
tcp,private,S0,0,0,0,0,0.98,1,0.02,0.07,0.03,0.06,anomaly
tcp,smtp,S0,0,0,0,0,0.5,0.5,1,0,0.26,0.05,normal
udp,other,SF,146,105,0,0,0,0,0.5,0.5,0.01,0.66,normal
tcp,http,SF,54540,8314,0,1,0,0,1,0,1,0,anomaly
tcp,netbios_ssn,S0,0,0,0,0,1,1,0.05,0.05,0.03,0.07,anomaly
udp,domain_u,SF,43,77,0,0,0,0,1,0,0.92,0.01,normal
tcp,smtp,SF,1267,330,0,1,0,0,1,0,0.78,0.02,normal
tcp,hostnames,S0,0,0,0,0,1,1,0.06,0.06,0,0.07,anomaly
udp,domain_u,SF,45,139,0,0,0,0,1,0,1,0.01,normal
icmp,eco_i,SF,30,0,0,0,0,0,0.12,0.38,0.03,0.01,normal
tcp,http,SF,54540,8314,0,1,0,0,1,0,1,0,anomaly
tcp,finger,SF,7,138,0,0,0,0,1,0,0.03,0.03,normal
tcp,ftp_data,S0,0,0,0,0,1,1,0.02,0.05,0.02,0.05,anomaly
tcp,http,SF,54540,8314,0,1,0,0,1,0,1,0,anomaly
tcp,http,SF,315,1086,0,1,0,0,1,0,1,0,normal
udp,domain_u,SF,42,42,0,0,0,0,1,0,1,0,normal
tcp,private,S0,0,0,0,0,1,1,0.02,0.06,0.05,0.07,anomaly
tcp,ftp_data,S0,0,0,0,0,1,1,0.75,0.5,0.24,0.04,anomaly
udp,domain_u,SF,44,44,0,0,0,0,1,0,0.96,0.01,normal
tcp,http,SF,218,2402,0,1,0,0,1,0,1,0,normal
tcp,private,RSTR,1,0,0,0,0,0,1,0,0.01,0.5,anomaly
tcp,ftp_data,SF,374,0,0,1,0.97,0,0.03,0.06,0.04,0.06,normal
tcp,smtp,SF,1048,336,0,1,0,0,1,0,0.8,0.03,normal
tcp,other,REJ,0,0,0,0,0.05,0,0,0.96,0,0.96,anomaly
tcp,systat,S0,0,0,0,0,1,1,0.11,0.06,0.01,0.08,anomaly
tcp,http,SF,201,290,0,1,0,0,1,0,1,0,normal
tcp,http,SF,322,93111,0,1,0,0,1,0,1,0,normal
tcp,http,SF,274,3225,0,1,0,0,1,0,1,0,normal
tcp,smtp,SF,1505,329,0,1,0,0,1,0,1,0,normal
tcp,http,SF,218,1337,0,1,0,0,1,0,1,0,normal
tcp,gopher,S0,0,0,0,0,1,1,0.05,0.06,0.04,0.05,anomaly
tcp,http,SF,190,1227,0,1,0,0,1,0,1,0,normal
tcp,private,S0,0,0,0,0,1,1,0.05,0.06,0.03,0.06,anomaly
tcp,http,SF,223,5567,0,1,0,0,1,0,1,0,normal
icmp,urp_i,SF,182,0,0,0,0,0,1,0,0.25,0.5,normal
tcp,smtp,SF,955,281,0,1,0,0,1,0,0.56,0.07,normal
tcp,rje,S0,0,0,0,0,1,1,0.09,0.06,0.08,0.05,anomaly
tcp,http,SF,189,31876,0,1,0,0,1,0,1,0,normal
tcp,ftp_data,SF,879,0,0,1,0,0,1,0,0.5,0.02,normal
tcp,http,SF,328,14087,0,1,0,0,1,0,1,0,normal
udp,other,SF,147,147,0,0,0,0,1,0,0.01,0.59,normal
icmp,ecr_i,SF,30,0,0,0,0,0,1,0,1,0,normal
tcp,mtp,S0,0,0,0,0,1,1,0.07,0.06,0.01,0.07,anomaly
tcp,sql_net,REJ,0,0,0,0,0,0,0.18,0.08,0.04,0.08,anomaly
tcp,csnet_ns,S0,0,0,0,0,1,1,0.05,0.06,0.05,0.07,anomaly
tcp,http,SF,308,3307,0,1,0,0,1,0,1,0,normal
tcp,http,SF,328,1197,0,1,0.33,0.33,1,0,1,0,normal
tcp,telnet,S1,0,0,0,0,1,1,1,0,0.02,0.1,normal
tcp,http,SF,268,279,0,1,0,0,1,0,0.96,0.02,normal
tcp,http,SF,294,997,0,1,0.25,0.25,1,0,1,0,normal
tcp,http,SF,240,1137,0,1,0,0,1,0,1,0,normal
tcp,http,SF,306,2698,0,1,0,0,1,0,0.97,0.01,normal
tcp,http,S0,0,0,0,0,0.95,0.89,0.36,0.23,0.11,0.05,anomaly
tcp,http,SF,295,471,0,1,0,0,1,0,1,0,normal
tcp,private,S0,0,0,0,0,1,1,0.08,0.06,0.02,0.06,anomaly
tcp,http,SF,223,3521,0,1,0,0,1,0,1,0,normal
tcp,http,S0,0,0,0,0,0.5,0.33,1,0,1,0,normal
tcp,bgp,REJ,0,0,0,0,0,0,0.02,0.06,0.02,0.07,anomaly
udp,other,SF,146,0,0,0,0,0,0.33,0.67,0,0.62,normal
icmp,urp_i,SF,78,0,0,0,0,0,0.21,0.07,0.03,0.01,normal
tcp,http,SF,202,674,0,1,0,0,1,0,1,0,normal
tcp,telnet,S0,0,0,0,0,1,1,0.07,0.06,0.02,0.07,anomaly
tcp,http,SF,205,10044,0,1,0,0,1,0,1,0,normal
tcp,other,SF,1766,0,0,1,0,0,1,0,0,0.04,normal
tcp,http,SF,246,1817,0,1,0,0,1,0,1,0,normal
udp,domain_u,SF,46,73,0,0,0,0,1,0,0.88,0.01,normal
tcp,ftp_data,SF,5558,0,0,1,0,0,1,0,0.52,0.06,normal
tcp,netbios_ssn,S0,0,0,0,0,1,1,0.08,0.05,0.09,0.05,anomaly
tcp,http,SF,343,10925,0,1,0,0,1,0,1,0,normal
tcp,smtp,SF,897,329,0,1,0,0,1,0,0.43,0.03,normal
tcp,ssh,S0,0,0,0,0,1,1,0.08,0.06,0.06,0.06,anomaly
tcp,http,SF,338,1179,0,1,0,0,1,0,1,0,normal
tcp,auth,S0,0,0,0,0,1,1,0.03,0.07,0.01,0.07,anomaly
tcp,other,RSTR,0,0,0,0,0,0,1,0,0,1,anomaly
tcp,http,SF,305,660,0,1,0,0,1,0,1,0,normal
tcp,smtp,SF,1338,367,0,1,0,0,1,0,0.96,0.02,normal
tcp,uucp_path,REJ,0,0,0,0,0.06,0,0,1,0,1,anomaly
tcp,netbios_ns,S0,0,0,0,0,1,1,0.08,0.06,0.08,0.07,anomaly
tcp,exec,S0,0,0,0,0,1,1,0.13,0.06,0.05,0.07,anomaly
tcp,http,S0,0,0,0,0,1,1,0.26,0.11,0.12,0.06,anomaly
tcp,http,SF,225,901,0,1,0,0,1,0,1,0,normal
tcp,private,S0,0,0,0,0,1,1,0.02,0.1,0.08,0.05,anomaly
tcp,exec,S0,0,0,0,0,1,1,0.21,0.21,0.07,0.07,anomaly
tcp,ftp_data,SF,749,0,0,0,0,0,1,0,0.16,0.02,normal
tcp,Z39_50,S0,0,0,0,0,1,1,0.04,0.06,0.04,0.07,anomaly
tcp,http,SF,217,501,0,1,0,0,1,0,1,0,normal
udp,domain_u,SF,45,75,0,0,0,0,1,0,0.96,0.01,normal
tcp,http,SF,170,37014,0,1,0,0,1,0,1,0,normal
tcp,ssh,S0,0,0,0,0,1,1,0.02,0.06,0.03,0.07,anomaly
tcp,smtp,SF,2600,286,0,1,0,0,1,0,0.48,0.06,normal
tcp,login,S0,0,0,0,0,1,1,0.5,0.5,0.01,0.07,anomaly
udp,domain_u,SF,43,76,0,0,0,0,1,0,0.79,0.01,normal
tcp,ftp_data,SF,383,0,0,1,0,0,1,0,0.02,0.03,normal
tcp,http,SF,359,1402,0,1,0,0,1,0,1,0,normal
tcp,http,SF,296,9928,0,1,0,0,1,0,1,0,normal
tcp,http,SF,174,3159,0,1,0,0,1,0,1,0,normal
udp,domain_u,SF,42,42,0,0,0,0,1,0,1,0,normal
tcp,smtp,SF,1145,332,0,1,0,0,1,0,0.57,0.03,normal
icmp,ecr_i,SF,1032,0,0,0,0,0,1,0,0.68,0.02,anomaly
tcp,http,SF,380,1770,0,1,0,0,1,0,1,0,normal
tcp,klogin,S0,0,0,0,0,1,1,0.28,0.06,0.05,0.05,anomaly
udp,domain_u,SF,45,45,0,0,0,0,1,0,1,0,normal
tcp,http,SF,213,2325,0,1,0,0,1,0,1,0,normal
udp,domain_u,SF,44,137,0,0,0,0,1,0,0.84,0.02,normal
udp,domain_u,SF,44,89,0,0,0,0,1,0,0.98,0.01,normal
tcp,http,REJ,0,0,0,0,0,0,1,0,1,0,normal
udp,private,SF,1,0,0,0,0,0,1,0,0.32,0.11,anomaly
tcp,private,RSTR,0,0,0,0,0,0,1,0,0.01,0.51,anomaly
tcp,http,SF,298,2445,0,1,0,0,1,0,1,0,normal
tcp,netstat,S0,0,0,0,0,1,1,0.14,0.06,0,0.07,anomaly
tcp,private,RSTR,1,0,0,0,0,0,1,0,0.01,0.64,anomaly
tcp,http,SF,198,1705,0,1,0,0,1,0,1,0,normal
tcp,http,SF,235,19714,0,1,0,0,1,0,1,0,normal
tcp,http,SF,191,13667,0,1,0,0,1,0,1,0,normal
tcp,private,REJ,0,0,0,0,0,0,0.06,0.06,0.07,0.08,anomaly
icmp,ecr_i,SF,1032,0,0,0,0,0,1,0,0.93,0.04,anomaly
tcp,http,SF,283,255,0,1,0,0,1,0,1,0,normal
tcp,private,REJ,0,0,0,0,0,0,0.03,0.07,0.02,0.09,anomaly
tcp,nnsp,S0,0,0,0,0,1,1,0.01,0.07,0,0.06,anomaly
tcp,http,SF,293,2325,0,1,0,0,1,0,1,0,normal
udp,domain_u,SF,45,131,0,0,0,0,1,0,0.65,0.01,normal
udp,domain_u,SF,33,87,0,0,0,0,1,0,0.96,0.01,normal
tcp,http,SF,330,538,0,1,0,0,1,0,1,0,normal
udp,domain_u,SF,45,78,0,0,0,0,1,0,0.96,0.01,normal
tcp,http,SF,290,6763,0,1,0,0,1,0,1,0,normal
tcp,http,SF,219,465,0,1,0,0,1,0,1,0,normal
tcp,vmnet,REJ,0,0,0,0,0,0,0.06,0.06,0.03,0.07,anomaly
tcp,bgp,RSTR,1,0,0,0,0,0,1,0,0.01,0.51,anomaly
udp,other,SF,516,4,0,0,0,0,1,0,1,0,normal
tcp,http,SF,358,2085,0,1,0,0,1,0,1,0,normal
tcp,echo,S0,0,0,0,0,1,1,0.04,0.05,0.04,0.05,anomaly
tcp,private,S0,0,0,0,0,1,1,0.13,0.07,0.67,0.17,anomaly
tcp,time,S0,0,0,0,0,1,1,0,0.06,0,0.06,anomaly
tcp,private,S0,0,0,0,0,1,1,0.07,0.05,0.05,0.06,anomaly
tcp,ftp,SF,1170,2447,0,1,0,0,1,0,0.15,0.05,anomaly
udp,other,SF,145,0,0,0,0,0,1,0,0.01,0.64,normal
udp,domain_u,SF,44,127,0,0,0,0,1,0,0.7,0.02,normal
icmp,eco_i,SF,30,0,0,0,0,0,1,0,1,0,normal
tcp,http,SF,237,384,0,1,0,0,1,0,1,0,normal
tcp,http,SF,321,1116,0,1,0,0,1,0,1,0,normal
tcp,http,SF,226,11052,0,1,0,0,1,0,1,0,normal
udp,domain_u,SF,126,45,0,0,0,0,1,0,0.95,0.01,normal
icmp,eco_i,SF,30,0,0,0,0,0,1,0,0.98,0.05,normal
udp,domain_u,SF,46,46,0,0,0,0,1,0,0.65,0.01,normal
icmp,eco_i,SF,8,0,0,0,0,0,1,0,1,0,anomaly
udp,domain_u,SF,46,128,0,0,0,0,1,0,1,0.01,normal
tcp,http,SF,337,188,0,1,0,0,1,0,1,0,normal
tcp,private,S0,0,0,0,0,1,1,0.02,0.08,0.06,0.08,anomaly
tcp,ftp_data,SF,7162,0,0,1,0,0,1,0,0.05,0.07,normal
tcp,other,REJ,0,0,0,0,0.16,0,0,1,0,1,anomaly
tcp,smtp,SF,1205,333,0,1,0,0,1,0,0.7,0.03,normal
tcp,ftp_data,SF,2194619,0,0,0,0,0,1,0,0.38,0.12,normal
tcp,http,SF,346,280,0,1,0,0,1,0,1,0,normal
tcp,private,RSTR,0,0,0,0,0,0,0.01,0.52,0.01,0.52,anomaly
tcp,systat,S0,0,0,0,0,1,1,0.13,0.04,0.02,0.06,anomaly
tcp,finger,S0,0,0,0,0,1,1,0.13,0.05,0.03,0.06,anomaly
tcp,private,S0,0,0,0,0,1,1,0.02,0.06,0.03,0.06,anomaly
tcp,smtp,SF,1693,326,0,1,0,0,1,0,0.64,0.04,normal
tcp,vmnet,S0,0,0,0,0,1,1,0.07,0.04,0.08,0.05,anomaly
tcp,sql_net,S0,0,0,0,0,1,1,0.06,0.06,0,0.07,anomaly
tcp,smtp,SF,861,328,0,1,0,0,1,0,0.55,0.09,normal
tcp,smtp,SF,1132,279,0,1,0,0,1,0,0.54,0.06,normal
tcp,smtp,SF,1585,442,0,1,0,0,1,0,0.59,0.05,normal
tcp,netbios_ns,S0,0,0,0,0,1,1,0.01,0.07,0.01,0.07,anomaly
udp,other,SF,147,147,0,0,0,0,0.5,1,0,0.69,normal
tcp,private,S0,0,0,0,0,1,1,0.14,0.05,0.1,0.05,anomaly
tcp,finger,S0,0,0,0,0,1,1,0.24,0.12,0.25,0.02,anomaly
tcp,auth,REJ,0,0,0,0,0,0,0,0.07,0,0.08,anomaly
tcp,finger,SF,7,0,0,0,0,0,1,0,0.09,0.04,normal
tcp,supdup,S0,0,0,0,0,1,1,0.05,0.06,0.05,0.07,anomaly
tcp,private,S0,0,0,0,0,1,1,0.01,0.06,0.01,0.07,anomaly
tcp,http,SF,282,4624,0,1,0,0,1,0,1,0,normal
tcp,time,RSTO,0,0,0,0,0,0,0.05,0.07,0.04,0.08,anomaly
udp,domain_u,SF,43,125,0,0,0,0,1,0,1,0,normal
tcp,http,SF,191,2241,0,1,0.12,0.09,1,0,1,0,normal
tcp,http,SF,227,1522,0,1,0,0,1,0,1,0,normal
tcp,uucp,RSTO,0,0,0,0,0,0,0.01,0.08,0,0.07,anomaly
tcp,http,SF,200,1308,0,1,0,0,1,0,1,0,normal
tcp,private,S0,0,0,0,0,1,1,0.01,0.08,0.01,0.06,anomaly
udp,domain_u,SF,35,95,0,0,0,0,1,0,0.63,0.06,normal
udp,other,SF,147,105,0,0,0,0,1,0,0.01,0.62,normal
tcp,smtp,SF,1737,441,0,1,0,0,1,0,0.95,0.11,normal
tcp,time,RSTO,0,0,0,0,0,0,0,0.06,0,0.07,anomaly
tcp,smtp,SF,1459,325,0,1,0,0,1,0,0.43,0.02,normal
tcp,telnet,S0,0,0,0,0,1,1,0.11,0.06,0.03,0.07,anomaly
tcp,http,SF,185,5717,0,1,0,0,1,0,1,0,normal
tcp,private,S0,0,0,0,0,1,1,0.11,0.06,0.08,0.06,anomaly
icmp,eco_i,SF,8,0,0,0,0,0,1,0,1,0,anomaly
tcp,uucp_path,S0,0,0,0,0,1,1,0,0.07,0,0.07,anomaly
tcp,ftp_data,SF,192,0,0,1,0,0,1,0,0.8,0.4,normal
icmp,eco_i,SF,8,0,0,0,0,0,1,0,1,0,anomaly
tcp,http,SF,362,242,0,1,0,0,1,0,1,0,normal
tcp,ftp_data,S0,0,0,0,0,1,1,0.11,0.06,0.02,0.07,anomaly
tcp,finger,RSTO,0,0,0,0,0,0,0,0.07,0,0.08,anomaly
tcp,http,S0,0,0,0,0,1,1,0.33,0.1,0.25,0.02,anomaly
tcp,smtp,SF,865,453,0,1,0,0,1,0,0.12,0.06,normal
tcp,http,SF,208,15642,0,1,0,0,1,0,1,0,normal
tcp,smtp,RSTO,0,0,0,0,0,0,1,0,0.65,0.02,normal
tcp,http,SF,215,12984,0,1,0,0,1,0,1,0,normal
tcp,http,REJ,0,0,0,0,0,0,1,0,1,0,normal
tcp,http,SF,54540,8314,0,1,0,0,1,0,1,0,anomaly
tcp,finger,SF,13,144,0,0,0,0,1,0,0.07,0.03,normal
tcp,ftp,RSTO,0,0,0,0,0,0,0.06,0.07,0.05,0.08,anomaly
icmp,urp_i,SF,78,0,0,0,0,0,0.14,0.1,0.03,0.01,normal
tcp,http,SF,258,7973,0,1,0,0,1,0,1,0,normal
tcp,smtp,SF,645,331,0,1,0,0,1,0,0.5,0.06,normal
tcp,http,SF,187,312,0,1,0,0,1,0,1,0,normal
icmp,ecr_i,SF,1032,0,0,0,0,0,1,0,1,0,anomaly
tcp,http,SF,350,143,0,1,0,0,1,0,1,0,normal
tcp,private,S0,0,0,0,0,1,1,0.07,0.06,0.12,0.29,anomaly
tcp,http,SF,367,2906,0,1,0,0,1,0,1,0,normal
tcp,http,SF,300,2647,0,1,0,0,1,0,1,0,normal
tcp,http,SF,213,2713,0,1,0,0,1,0,1,0,normal
tcp,Z39_50,S0,0,0,0,0,1,1,0.06,0.05,0.07,0.05,anomaly
tcp,http,SF,216,693,0,1,0,0,1,0,1,0,normal
tcp,auth,SF,10,36,0,0,0,0,1,0,0.03,0.02,normal
udp,domain_u,SF,46,72,0,0,0,0,1,0,0.9,0.01,normal
tcp,http,SF,339,678,0,1,0,0,1,0,1,0,normal
tcp,private,S0,0,0,0,0,1,1,0.02,0.06,0.06,0.07,anomaly
